,outputs_0,outputs_1,outputs_2,outputs_3,outputs_4,outputs_5,final_output
2300,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2301,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#,Qc3#
2302,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2303,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#
2304,Qe4#,Qe4#,Qe4#,Qe4#,Qe4#,garbage,Qe4#
2305,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2306,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#
2307,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#,Qh8#
2308,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2309,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#,Nf7#
2310,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2311,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#
2312,Rg8#,garbage,Rg8#,garbage,garbage,garbage,Rg8#
2313,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2314,Rxa6#,Rxa6#,Rxa6#,Rxa6#,Rxa6#,Rxa6#,Rxa6#
2315,Qg8#,Qg8#,Qh7#,Qh7#,Qg8#,Qg8#,Qg8#
2316,Ra1#,Rb1#,Ra1#,Ra1#,Rb1#,Ra1#,Ra1#
2317,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2318,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2319,garbage,garbage,Qg3#,garbage,garbage,garbage,Qg3#
2320,Qxg7#,Qxg7#,garbage,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2321,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2322,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2323,h8#,Qh8#,h8#,h8#,Qh8#,h8#,h8#
2324,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2325,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2326,garbage,garbage,garbage,Rc3#,garbage,garbage,Rc3#
2327,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#
2328,garbage,Qxc6#,dxc6#,garbage,Qxc6#,Qxc6#,Qxc6#
2329,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2330,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,garbage,Rh8#
2331,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
2332,Re1#,Re1#,Re1#,Qf1#,Qf1#,Re1#,Re1#
2333,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2334,garbage,Qe6#,Qe6#,garbage,Qe6#,garbage,Qe6#
2335,Qf4#,garbage,garbage,Qe6#,garbage,Qe6#,Qf4#
2336,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2337,garbage,Qa5#,Qa5#,garbage,Qa5#,Qa5#,Qa5#
2338,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#
2339,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2340,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2341,Qd7#,Qd7#,Qd7#,Qd7#,Qd7#,Qd7#,Qd7#
2342,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2343,Qxb2#,Qxb2#,Qxb2#,Qxb2#,garbage,garbage,Qxb2#
2344,garbage,Qb7#,Qb7#,garbage,Qb7#,Qb7#,Qb7#
2345,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2346,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2347,Bf8#,Bf8#,garbage,garbage,garbage,garbage,Bf8#
2348,Ne2#,garbage,garbage,garbage,garbage,garbage,Ne2#
2349,Rxg7#,Rxg7#,Rxg7#,Rxg7#,Rxf8#,Rxg7#,Rxg7#
2350,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2351,Rd1#,Rd1#,Rxd1#,Rd1#,Rd1#,Rxd1#,Rd1#
2352,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2353,Rh5#,Rh5#,Rh5#,Rh5#,garbage,Rh5#,Rh5#
2354,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2355,garbage,Qh1#,garbage,garbage,garbage,Qh1#,Qh1#
2356,garbage,garbage,Qg4#,garbage,garbage,garbage,Qg4#
2357,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#
2358,Qf6#,Qf6#,Qf6#,garbage,garbage,Qf6#,Qf6#
2359,Qxg8#,garbage,Qxg8#,garbage,Qxg8#,garbage,Qxg8#
2360,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#
2361,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2362,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
2363,Rh7#,Nf5#,Rh7#,Rh7#,Nf5#,Rh7#,Rh7#
2364,Qg2#,garbage,Qg2#,Qg2#,garbage,Qg2#,Qg2#
2365,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2366,Qd3#,Qd3#,garbage,Qd3#,garbage,garbage,Qd3#
2367,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#,Qf8#
2368,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
2369,garbage,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#,Qe3#
2370,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
2371,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2372,Rxe8#,garbage,Rxe8#,garbage,Rxe8#,garbage,Rxe8#
2373,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2374,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
2375,Qg2#,Qg2#,garbage,Bxf2#,garbage,Qg2#,Qg2#
2376,garbage,garbage,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2377,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2378,Rxg7#,Rxg7#,Qxg7#,Qxg7#,Rxg7#,Qxg7#,Rxg7#
2379,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2380,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2381,Rf2#,garbage,Qf3#,garbage,garbage,Qf3#,Rf2#
2382,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2383,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2384,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2385,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2386,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#,Ra7#
2387,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2388,garbage,Qg2#,garbage,garbage,Qg2#,Qg2#,Qg2#
2389,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2390,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#
2391,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#,Qxd8#
2392,Qaa1#,Qaa1#,Qaa1#,Qaa1#,Qaa1#,Qaa1#,Qaa1#
2393,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2394,garbage,garbage,Nxc7#,garbage,Nxc7#,Nf6#,Nxc7#
2395,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#,Rxc1#
2396,Qf2#,Qf2#,garbage,Qf2#,Qf2#,Qf2#,Qf2#
2397,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
2398,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2399,Qxg7#,Qxg7#,garbage,Qxg7#,garbage,Qxg7#,Qxg7#
2400,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2401,garbage,Rxb2#,Rxb2#,garbage,Rxb2#,garbage,Rxb2#
2402,garbage,garbage,garbage,Qxg2#,garbage,garbage,Qxg2#
2403,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#
2404,garbage,garbage,Qe6#,Qe6#,garbage,garbage,Qe6#
2405,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2406,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2407,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
2408,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#
2409,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2410,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2411,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2412,Ng4#,Ng4#,Ng4#,Ng4#,Ng4#,garbage,Ng4#
2413,garbage,Qg6#,Qh2#,garbage,Qg6#,garbage,Qg6#
2414,Rg1#,Qh1#,Rf1#,Rf1#,Rg1#,Qh1#,Rg1#
2415,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
2416,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#,Rxc8#
2417,Qc1#,Qc1#,garbage,garbage,Qc1#,Qc1#,Qc1#
2418,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#,Qxe1#
2419,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2420,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2421,Rxh5#,Rxh5#,Rxh5#,Rxh5#,Rxh5#,Rxh5#,Rxh5#
2422,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2423,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2424,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
2425,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
2426,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#,Qxe6#
2427,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2428,Qg1#,Qg1#,Qg1#,Qg1#,garbage,garbage,Qg1#
2429,garbage,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2430,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#,Rg8#
2431,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#,Qa7#
2432,garbage,garbage,garbage,garbage,Qh6#,Qxg5#,Qh6#
2433,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#,Qe1#
2434,Qxg7#,Qxg7#,garbage,Qxg7#,garbage,Qxg7#,Qxg7#
2435,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2436,garbage,Ng4#,garbage,garbage,garbage,Ng4#,Ng4#
2437,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2438,Qa8#,garbage,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
2439,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#,Rxh2#
2440,Qh6#,garbage,garbage,garbage,garbage,garbage,Qh6#
2441,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2442,Ng6#,Qg7#,Qg7#,Qg7#,Qg7#,Qg8#,Ng6#
2443,Qb3#,garbage,garbage,Qb3#,garbage,Qb3#,Qb3#
2444,Nd6#,Nd6#,Nd6#,Nd6#,Nd6#,Nd6#,Nd6#
2445,Qd2#,Qd2#,Qd2#,Qd2#,garbage,Qd2#,Qd2#
2446,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2447,Qxd7#,Qxd7#,Qxd7#,Qxd7#,Qxd7#,Qxd7#,Qxd7#
2448,Bc6#,Bc6#,Bc6#,Bc6#,Bc6#,Bc6#,Bc6#
2449,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
2450,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#,Ra6#
2451,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#
2452,garbage,Qc2#,garbage,Qd1#,Qc2#,Qc2#,Qc2#
2453,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2454,h6#,h6#,h6#,h6#,h6#,h6#,h6#
2455,Qd1#,Qf1#,Qd1#,Qf1#,Qd1#,Qd1#,Qd1#
2456,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2457,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
2458,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
2459,e2#,e2#,garbage,garbage,garbage,garbage,e2#
2460,garbage,Qe1#,garbage,Qdd4#,Qd3#,Qe7#,Qe1#
2461,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2462,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2463,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2464,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#,Qd4#
2465,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
2466,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2467,Rcg7#,Rcg7#,Rcg7#,Rcg7#,Rcg7#,Rcg7#,Rcg7#
2468,garbage,garbage,garbage,garbage,Qxe7#,garbage,Qxe7#
2469,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#,Rxh7#
2470,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2471,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#,Qxc7#
2472,Qa5#,garbage,garbage,Qa5#,Qa5#,Qa5#,Qa5#
2473,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2474,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2475,Qd2#,Qe2#,Qe2#,garbage,garbage,Qe2#,Qd2#
2476,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#,Qh3#
2477,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#,Qg8#
2478,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#,Qf2#
2479,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2480,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2481,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2482,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2483,Bf8#,Bf8#,Bf8#,Bf8#,Bf8#,Bf8#,Bf8#
2484,Nxd6#,Bxf7#,Nxd6#,Bxf7#,Bxf7#,Bxf7#,Nxd6#
2485,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#
2486,Qf4#,garbage,garbage,garbage,garbage,Qf4#,Qf4#
2487,Qh4#,Qh8#,Qh4#,garbage,Qh8#,Qh4#,Qh4#
2488,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2489,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2490,garbage,garbage,garbage,garbage,Qf7#,garbage,Qf7#
2491,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2492,garbage,h5#,garbage,garbage,garbage,h5#,h5#
2493,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
2494,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#,Qxh7#
2495,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2496,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
2497,garbage,Qh8#,Qh8#,garbage,garbage,garbage,Qh8#
2498,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2499,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#,Qa8#
2500,g5#,garbage,g5#,g5#,g5#,g5#,g5#
2501,Rb1#,Rb1#,Rxb1#,Rxb1#,Rxb1#,Rxb1#,Rb1#
2502,Qb5#,Qb5#,Qb5#,Qb5#,Qb5#,Qa4#,Qb5#
2503,Nf2#,Nf2#,Nf2#,Nf2#,Nf2#,Nf2#,Nf2#
2504,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2505,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#,Rf8#
2506,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
2507,Qg4#,garbage,garbage,garbage,garbage,Qg4#,Qg4#
2508,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2509,garbage,garbage,garbage,garbage,garbage,Bh3#,Bh3#
2510,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#,Qxh6#
2511,garbage,garbage,Qaa7#,garbage,Qh5#,garbage,Qaa7#
2512,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#,Ra8#
2513,garbage,Qxf8#,garbage,garbage,Qxf8#,Qxf8#,Qxf8#
2514,garbage,garbage,garbage,garbage,garbage,Nf3#,Nf3#
2515,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#,Re1#
2516,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2517,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2518,garbage,garbage,garbage,garbage,Qh7#,Qh7#,Qh7#
2519,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2520,Rf1#,garbage,garbage,garbage,Qg3#,Qh2#,Rf1#
2521,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2522,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
2523,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#,Qxe8#
2524,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2525,Bg6#,Rf7#,Rf7#,garbage,Rf7#,Rf7#,Bg6#
2526,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
2527,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2528,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2529,Qh6#,garbage,Qh6#,Qh6#,garbage,Qh6#,Qh6#
2530,Rd5#,Rd5#,Rd5#,Rd5#,Rd5#,Rd5#,Rd5#
2531,Qxd3#,Qxd3#,Qxd3#,Qxd3#,garbage,garbage,Qxd3#
2532,Qc5#,Qc5#,Qa5#,Qc5#,Qc5#,Qc5#,Qc5#
2533,Rxe1#,Rxe1#,garbage,garbage,Rxe1#,Rxe1#,Rxe1#
2534,Qf7#,Qf7#,garbage,garbage,garbage,garbage,Qf7#
2535,Qd2#,Qd2#,garbage,garbage,Qd2#,Qd2#,Qd2#
2536,Qe1#,Qe1#,Rf1#,Rf1#,Qe1#,Qe1#,Qe1#
2537,Nxf6#,Nxf6#,Nxf6#,garbage,Nxf6#,Nxf6#,Nxf6#
2538,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#,Qg2#
2539,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#,Qxe2#
2540,garbage,Qxf3#,garbage,garbage,Qxf3#,Qxf3#,Qxf3#
2541,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2542,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2543,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2544,Qxg7#,garbage,Qxg7#,Qxg7#,garbage,Qxg7#,Qxg7#
2545,Rh2#,Rh2#,Rh2#,Rh2#,Rh2#,garbage,Rh2#
2546,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2547,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
2548,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2549,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#,Qa1#
2550,garbage,Qg2#,garbage,Qg2#,garbage,garbage,Qg2#
2551,garbage,garbage,garbage,Nc3#,Nb6#,Rxa2#,Nc3#
2552,garbage,Rxg7#,garbage,Rxg7#,Rxg7#,garbage,Rxg7#
2553,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
2554,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
2555,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
2556,Qxh5#,Qxh5#,garbage,garbage,garbage,garbage,Qxh5#
2557,Qxg6#,garbage,Qxg6#,Qxg6#,Qxg6#,Qxg6#,Qxg6#
2558,d3#,d3#,d3#,d3#,Qe3#,Qe3#,d3#
2559,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2560,Rh3#,Rh3#,Rh3#,Rh3#,Rh3#,Rh3#,Rh3#
2561,garbage,Rb2#,garbage,garbage,Rb2#,Rb2#,Rb2#
2562,garbage,garbage,garbage,Qxe2#,garbage,garbage,Qxe2#
2563,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#,Re8#
2564,Qb2#,garbage,Qb2#,garbage,Qb2#,Qb2#,Qb2#
2565,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#,Qe7#
2566,h5#,h5#,h5#,h5#,h5#,h5#,h5#
2567,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2568,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#,Qb2#
2569,garbage,Ra5#,Ra5#,garbage,garbage,garbage,Ra5#
2570,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#,Rh8#
2571,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2572,Bg6#,Bg6#,Bg6#,Bg6#,Bg6#,Bg6#,Bg6#
2573,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#,Qc1#
2574,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#,Rd1#
2575,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2576,Re1#,Re1#,Re1#,Re1#,Re1#,garbage,Re1#
2577,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#,Qh7#
2578,Raf7#,Raf7#,Raf7#,Raf7#,Raf7#,Raf7#,Raf7#
2579,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
2580,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2581,Qf1#,Qf1#,Qe3#,Qf1#,Qe3#,Qf1#,Qf1#
2582,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#,Qxb2#
2583,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#,Rh1#
2584,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#,Qb7#
2585,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#,Rb1#
2586,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#,Qf1#
2587,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2588,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2589,Rxg3#,garbage,Rxg3#,Nf2#,Rxg3#,Nf2#,Rxg3#
2590,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#,Qb3#
2591,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#,Qxf1#
2592,garbage,Qc2#,garbage,garbage,garbage,Qc2#,Qc2#
2593,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#,Qh4#
2594,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#,Rxf1#
2595,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#,Rxe1#
2596,Nxf2#,Nxf2#,Nxf2#,Nxf2#,Nxf2#,Nxf2#,Nxf2#
2597,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2598,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2599,garbage,Qxb6#,Nxc6#,Qxb6#,Qxb6#,garbage,Qxb6#
2600,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#,Rc1#
2601,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#,Qf7#
2602,Bf3#,Bf3#,garbage,Bf3#,garbage,garbage,Bf3#
2603,Qc8#,Qc8#,Qc8#,garbage,garbage,Qc8#,Qc8#
2604,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2605,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2606,Qxg7#,Qxg7#,garbage,garbage,Qxg7#,garbage,Qxg7#
2607,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2608,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#,Rh6#
2609,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#,Qg7#
2610,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#,Qh2#
2611,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#,Qxg7#
2612,garbage,Qf5#,garbage,Qh3#,garbage,garbage,Qf5#
2613,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#,Qf6#
2614,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#,Rd8#
2615,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#,Rxa2#
2616,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#,Rh7#
2617,Rc2#,Ra1#,Ra1#,Ra1#,Ra1#,Ra1#,Rc2#
2618,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#,Qh5#
2619,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#,Qh1#
2620,Rxf1#,Qe2#,Rxf1#,Qe2#,Qe2#,Rxf1#,Rxf1#
2621,Qd2#,garbage,garbage,Qd2#,garbage,garbage,Qd2#
2622,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2623,garbage,garbage,garbage,garbage,garbage,garbage,garbage
2624,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#,Rxf8#
2625,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#,Qxf7#
2626,Qh2#,Qg1#,Qg1#,Qg2#,Qg1#,Qh2#,Qh2#
2627,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#,Qg4#
